Key,english
tablesawTip,"The Tablesaw unlocks the ability to turn wood logs into wood more quickly & effeciently. Inside your land claim area all workstations can be picked up by holding ''E'' and selecting ''TAKE'' from the radial menu."
tablesawTip_title,Tablesaw
TheCure,"The T-Virus Cure"
TheCureDesc,"Cures 100% of infections, and protects against re-infection."
TheCureDescShort,Immune
TheHornetBundle,The Hornet
TheHornetBundleDesc,Take this bundle to where you want to place your dune buggy [FFC800]BEFORE[-] you open it!
thrownAmmoAntiRadPipeBomb,Rad-removing Pipe Bomb
thrownAmmoAntiRadPipeBombDesc,"Make pipe bombs with gunpowder, pipes & plant fibers.\nLight with [action:local:Secondary]\nThrow with [action:local:Primary]\n\nContains radiation removing properties."
thrownGrenadeAntiRadContact,Rad-removing Contact Grenade
thrownGrenadeAntiRadContactDesc,Contact-fused grenades are volatile devices that explode on contact when armed.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary]\n\nContains radiation removing properties.
thrownAntiRadGrenade,Rad-removing Grenade
thrownAntiRadGrenadeDesc,Pull pin. Throw.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary]\n\nContains radiation removing properties.
thrownAmmoAntiRadMolotovCocktail,Rad-removing Molotov Cocktail
thrownAmmoAntiRadMolotovCocktailDesc,Page one of the Anarchist's Cookbook.\nLight with [action:local:Secondary]\nThrow with [action:local:Primary]\n\nContains radiation removing properties.
toolBellowsDesc,A tool that can be installed in a forge. It increases air flow and so the crafting speed of the forge.
ttItemNeedsRepair,"This item is knackered and needs fixing"
ttRepairBeforePickup,"It's knackered and needs repairing before picking it up."
venomDesc,"Key ingredient for antivenom."
vehicleTheHornet,The Hornet
vehicleTheHornetChassis,The Hornet Chassis
vehicleTheHornetAccessories,The Hornet Accessories
vehicleRuinRipper,The Ruin Runner
vehicleRuinRipperChassis,The Ruin Runner Chassis
vehicleRuinRipperHandlebars,The Ruin Runner Handlebars
vehiclesT2,"Tier 2: Minibike, Dirt Bike, Oil, & Gas"
vehiclesT3,"Tier 3: Motorcycle, Dune Buggy & Stacks of Gas Cans"
woodLogPillar100Desc,Wood logs are good for crude walls or palisades or as fuel for campfires.\n\nPlace them as a block and chop them with an axe for wood planks.

itemTooltipFocusedOne,[EEEE22]{0}[-] Collect: {1}
itemTooltipFocusedSeveral,[EEEE22]{0}[-] Collect: {2} of {1}
lootEntity,{0} Search {1} [AAFF88](Untouched)[-]
lootItem,Press [EEEE22]{0}[-] to pick up {1}
lootTooltipEmpty,[FFBB44]Empty[-] {1}
lootTooltipNew,{0} Search {1} [AAFF88](Untouched)[-]
lootTooltipTouched,{0} Search {1} [DDBB99](Known)[-]
npcTooltipTalk,Press [EEEE22]{0}[-] to talk to {1}
tooltipInteract,Hold [EEEE22]{0}[-] to interact with {1}
tooltipJammed,{0} Use {1} ([DECEA3]Jammed[-])
tooltipLocked,{0} Use {1} ([EE9988]Locked[-])
tooltipUnlocked,{0} Use {1} ([AAFF88]Unlocked[-])
ttLevelUp,Level Up! You are now level [EEEE22]{0}[-] and have [AAFF88]{1}[-] skill points to spend.
useCampfire,Press [EEEE22]{0}[-] to use
useForge,Press [EEEE22]{0}[-] to use
useSecureDoor,Press [EEEE22]{0}[-] to open
useWorkstation,Press [EEEE22]{0}[-] to use
vendingMachineActivate,[EEEE22]{0}[-] to interact with {1}
pickupCrops,Press [EEEE22]{{0}}[-] to pick up: {0} {1}
pickupPrompt,Press [EEEE22]{{0}}[-] to pick up: {0}
inpButtonUpArrow,Up

XuiCollectorModifiers,MODIFIERS
xuiFilter,"Filter"
xuiBucket,"Bucket"
xuiFibers,Fibres
xuiTSBasics,Basics
zombieArlene,Putrid Girl
zombieArleneFeral,Feral Putrid Girl
zombieArleneFrozen,Frozen Putrid Girl
zombieArleneMutated,Mutated Putrid Girl
zombieArleneRadiated,Radiated Putrid Girl
zombieArleneRotten,Rotting Putrid Girl
zombieBikerFrozen,Frozen Biker
zombieBikerMutated,Mutated Biker
zombieBikerRotten,Rotting Biker
zombieBoe,Infected Survivor
zombieBoeFeral,Feral Infected Survivor
zombieBoeFrozen,Frozen Infected Survivor
zombieBoeMutated,Mutated Infected Survivor
zombieBoeRotten,Rotting Infected Survivor
zombieBoeRadiated,Radiated Infected Survivor
zombieBurnt,Burn Victim
zombieBurntMutated,Mutated Burn Victim
zombieBurntRotten,Rotting Burn Victim
zombieBurntRadiated,Radiated Burn Victim
zombieBurntFeral,Feral Burn Victim
zombieBusinessManFrozen,Frozen Businessman
zombieBusinessManMutated,Mutated Businessman
zombieBusinessManRotten,Rotting Businessman
zombieDarlene,Decayed Mother
zombieDarleneFeral,Feral Mother
zombieDarleneFrozen,Frozen Mother
zombieDarleneMutated,Mutated Mother
zombieDarleneRotten,Rotting Mother
zombieDarleneRadiated,Radiated Mother
zombieFatCop,Infected Cop
zombieFatCopFeral,Feral Cop
zombieFatCopMutated,Mutated Cop
zombieFatCopRadiated,Radiated Cop
zombieFatHawaiian,Disturbed Tourist
zombieFatHawaiianFrozen,Frozen Tourist
zombieFatHawaiianMutated,Mutated Tourist
zombieFatHawaiianRotten,Rotting Tourist
zombieFemaleFat,Hungry Zombie
zombieFemaleFatFeral,Feral Hungry Zombie
zombieFemaleFatFrozen,Frozen Hungry Zombie
zombieFemaleFatMutated,Mutated Hungry Zombie
zombieFemaleFatRotten,Rotting Hungry Zombie
zombieFemaleFatRadiated,Radiated Hungry Zombie
zombieJanitorFrozen,Frozen Janitor
zombieJanitorMutated,Mutated Janitor
zombieJanitorRotten,Rotting Janitor
zombieJoe,Festering Cadaver
zombieJoeFrozen,Frozen Cadaver
zombieJoeMutated,Mutated Cadaver
zombieJoeRotten,Rotting Cadaver
zombieJoeRadiated,Radiated Cadaver
zombieJoeFeral,Feral Cadaver
zombieLabFrozen,Frozen Labworker
zombieLabMutated,Mutated Labworker
zombieLabRotten,Rotting Labworker
zombieLumberjackMutated,Mutated Lumberjack
zombieLumberjackRotten,Rotting Lumberjack
zombieMaleFeralHazmatLootBag,Dropped Hazmat Loot
zombieMaleHazmatFrozen,Frozen Hazmat
zombieMaleHazmatLootBag,Dropped Hazmat Loot
zombieMaleHazmatMutated,Mutated Hazmat
zombieMaleHazmatRotten,Rotting Hazmat
zombieMaleMutatedHazmatLootBag,Dropped Hazmat Loot
zombieMarlene,Departed Woman
zombieMarleneFrozen,Frozen Departed Woman
zombieMarleneMutated,Mutated Departed Woman
zombieMarleneRotten,Rotting Departed Woman
zombieMarleneRadiated,Radiated Departed Woman
zombieMarleneFeral,Feral Departed Woman
zombieMoe,Bloated Walker
zombieMoeFrozen,Frozen Walker
zombieMoeMutated,Mutated Walker
zombieMoeRotten,Rotting  Walker
zombieMoeRadiated,Radiated Walker
zombieMoeFeral,Feral Walker
zombieMutatedDemolition,Nuclear Demolition
zombieMutatedMutated,Mutated Hulk
zombieNurseFrozen,Frozen Nurse
zombieNurseMutated,Mutated Nurse
zombieNurseRotten,Rotting Nurse
zombiePartyGirlFrozen,Frozen Party Girl
zombiePartyGirlMutated,Mutated Party Girl
zombiePartyGirlRotten,Rotting Party Girl
zombieScreamerMutated,Mutated Screamer
zombieSkateboarderFrozen,Frozen Thug
zombieSkateboarderMutated,Mutated Thug
zombieSkateboarderRotten,Rotting Thug
zombieSkateboarderRadiated,Radiated Thug
zombieSkateboarderFeral,Feral Thug
zombieSkateboarder,Thug
zombieSoldierFrozen,Frozen Soldier
zombieSoldierMutated,Mutated Soldier
zombieSoldierRotten,Rotting Soldier
zombieSpiderFrozen,Frozen Spider
zombieSpiderMutated,Mutated Spider
zombieSpiderRotten,Rotting Spider
zombieSteve,Reanimated Corpse
zombieSteveFeral,Feral Reanimated Corpse
zombieSteveRadiated,Radiated Reanimated Corpse
zombieSteveCrawlerFrozen,Frozen Crawler
zombieSteveCrawlerMutated,Mutated Crawler
zombieSteveCrawlerRotten,Rotting Crawler
zombieSteveCrawlerRadiated,Radiated Crawler
zombieSteveCrawlerFeral,Feral Crawler
zombieSteveCrawler,Crawler
zombieSteveFrozen,Frozen Reanimated Corpse
zombieSteveMutated,Mutated Reanimated Corpse
zombieSteveRotten,Rotting Reanimated Corpse
zombieTomClarkFrozen,Frozen Tom Clark
zombieTomClarkMutated,Mutated Tom Clark
zombieTomClarkRotten,Rotting Tom Clark
zombieUtilityWorkerFrozen,Frozen Utility Worker
zombieUtilityWorkerMutated,Mutated Utility Worker
zombieUtilityWorkerRotten,Rotting Utility Worker
zombieWightMutated,Mutated Wight
zombieYo,Walking Carcass
zombieYoFeral,Feral Carcass
zombieYoRadiated,Radiated Carcass
zombieYoFrozen,Frozen Carcass
zombieYoMutated,Mutated Carcass
zombieYoRotten,Rotting Carcass
zombieBunkerBuster,Bunker Buster
npcTraderRed,Trader Red
npcTraderHells,Trader Hells
hellsZombieHungryMutant,Hungry Mutant
hellsZombieHumanExperiment,Human Experiment
hellsZombieParasite,Parasitic Mutant
hellsZombieGiantMutant,Giant Mutant
hellsZombieBuffedMutant,Buffed Mutant
hellsZombieBlindMutant,Blind Hunter
hellsZombieHeavyDemon,Nyaphim
hellsZombieMutant4,Mutant Neomorph
hellsZombieDoomDemon,Nyaphim Exo
hellsZombieMutant1,Mutant Amorph
hellsZombieMutantTentacles,Mutant Hypermorph
hellsZombieMutantHeadHunter,Mutant Hypomorph
hellsZombieMutantBoomer,Mutated Boomer
hellsZombieMutantReaper,Mutant Reaper
hellsZombieWendigo1,Lupine Mutant
hellsZombieWendigo2,Canine Mutant
animalMutantBug,Mutant Bug
animalCockroach,Mutated Cockroach
trader_red,Trader Red
trader_hells,Trader Hells
